local_id,name,canonical_name,category_name,status,problem,page_url,inventory_image_url,world_image_url,color_image_url,inventory_image_path,world_image_path,color_image_path,internal_item_id,internal_tile_id
224,Meteorite Bar,meteorite bar,Ore,ok,,https://terraria.wiki.gg/wiki/Meteorite_Bar,https://terraria.wiki.gg/images/Meteorite_Bar.png?d5f09c,https://terraria.wiki.gg/images/Meteorite_Bar_%28placed%29.png?16f799,https://terraria.wiki.gg/images/Meteorite_Bar_%28placed%29.png?16f799,images\inventory\224_meteorite_bar_inventory.png,images\world\224_meteorite_bar_world.png,images\color\224_meteorite_bar_color.png,117,239
225,Mercury Brick,mercury brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Mercury_Brick,https://terraria.wiki.gg/images/Mercury_Brick.png?2815c8,https://terraria.wiki.gg/images/Mercury_Brick_%28placed%29.png?fd34e9,https://terraria.wiki.gg/images/Mercury_Brick_%28placed%29.png?fd34e9,images\inventory\225_mercury_brick_inventory.png,images\world\225_mercury_brick_world.png,images\color\225_mercury_brick_color.png,5406,674
226,Copper Plating,copper plating,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Copper_Plating,https://terraria.wiki.gg/images/Copper_Plating.png?36fa45,https://terraria.wiki.gg/images/Copper_Plating_%28placed%29.png?79b979,https://terraria.wiki.gg/images/Copper_Plating_%28placed%29.png?79b979,images\inventory\226_copper_plating_inventory.png,images\world\226_copper_plating_world.png,images\color\226_copper_plating_color.png,2173,284
227,Hellstone Bar,hellstone bar,Ore,ok,,https://terraria.wiki.gg/wiki/Hellstone_Bar,https://terraria.wiki.gg/images/Hellstone_Bar.png?6370d0,https://terraria.wiki.gg/images/Hellstone_Bar_%28placed%29.png?3515f4,https://terraria.wiki.gg/images/Hellstone_Bar_%28placed%29.png?3515f4,images\inventory\227_hellstone_bar_inventory.png,images\world\227_hellstone_bar_world.png,images\color\227_hellstone_bar_color.png,175,239
228,Star Royale Brick,star royale brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Star_Royale_Brick,https://terraria.wiki.gg/images/Star_Royale_Brick.png?e2c6dd,https://terraria.wiki.gg/images/Star_Royale_Brick_%28placed%29.png?390063,https://terraria.wiki.gg/images/Star_Royale_Brick_%28placed%29.png?390063,images\inventory\228_star_royale_brick_inventory.png,images\world\228_star_royale_brick_world.png,images\color\228_star_royale_brick_color.png,5407,675
229,Tin Plating,tin plating,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Tin_Plating,https://terraria.wiki.gg/images/Tin_Plating.png?f7ff6e,https://terraria.wiki.gg/images/Tin_Plating_%28placed%29.png?7c78aa,https://terraria.wiki.gg/images/Tin_Plating_%28placed%29.png?7c78aa,images\inventory\229_tin_plating_inventory.png,images\world\229_tin_plating_world.png,images\color\229_tin_plating_color.png,2692,325
230,Cobalt Bar,cobalt bar,Ore,ok,,https://terraria.wiki.gg/wiki/Cobalt_Bar,https://terraria.wiki.gg/images/Cobalt_Bar.png?e6bf96,https://terraria.wiki.gg/images/Cobalt_Bar_%28placed%29.png?7d067f,https://terraria.wiki.gg/images/Cobalt_Bar_%28placed%29.png?7d067f,images\inventory\230_cobalt_bar_inventory.png,images\world\230_cobalt_bar_world.png,images\color\230_cobalt_bar_color.png,381,239
231,Cryocore Brick,cryocore brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Cryocore_Brick,https://terraria.wiki.gg/images/Cryocore_Brick.png?57cf20,https://terraria.wiki.gg/images/Cryocore_Brick_%28placed%29.png?294dda,https://terraria.wiki.gg/images/Cryocore_Brick_%28placed%29.png?294dda,images\inventory\231_cryocore_brick_inventory.png,images\world\231_cryocore_brick_world.png,images\color\231_cryocore_brick_color.png,5405,673
232,Palladium Column,palladium column,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Palladium_Column,https://terraria.wiki.gg/images/Palladium_Column.png?c461f7,https://terraria.wiki.gg/images/Palladium_Column_%28placed%29.png?f3fd4d,https://terraria.wiki.gg/images/Palladium_Column_%28placed%29.png?f3fd4d,images\inventory\232_palladium_column_inventory.png,images\world\232_palladium_column_world.png,images\color\232_palladium_column_color.png,1589,248
233,Palladium Bar,palladium bar,Ore,ok,,https://terraria.wiki.gg/wiki/Palladium_Bar,https://terraria.wiki.gg/images/Palladium_Bar.png?9fd3b3,https://terraria.wiki.gg/images/Palladium_Bar_%28placed%29.png?5f9d50,https://terraria.wiki.gg/images/Palladium_Bar_%28placed%29.png?5f9d50,images\inventory\233_palladium_bar_inventory.png,images\world\233_palladium_bar_world.png,images\color\233_palladium_bar_color.png,1184,239
234,Cosmic Ember Brick,cosmic ember brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Cosmic_Ember_Brick,https://terraria.wiki.gg/images/Cosmic_Ember_Brick.png?240397,https://terraria.wiki.gg/images/Cosmic_Ember_Brick_%28placed%29.png?515481,https://terraria.wiki.gg/images/Cosmic_Ember_Brick_%28placed%29.png?515481,images\inventory\234_cosmic_ember_brick_inventory.png,images\world\234_cosmic_ember_brick_world.png,images\color\234_cosmic_ember_brick_color.png,5404,672
235,Bubblegum Block,bubblegum block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Bubblegum_Block,https://terraria.wiki.gg/images/Bubblegum_Block.png?f0106a,https://terraria.wiki.gg/images/Bubblegum_Block_%28placed%29.png?227afb,https://terraria.wiki.gg/images/Bubblegum_Block_%28placed%29.png?227afb,images\inventory\235_bubblegum_block_inventory.png,images\world\235_bubblegum_block_world.png,images\color\235_bubblegum_block_color.png,1591,249
236,Mythril Bar,mythril bar,Ore,ok,,https://terraria.wiki.gg/wiki/Mythril_Bar,https://terraria.wiki.gg/images/Mythril_Bar.png?8cf13b,https://terraria.wiki.gg/images/Mythril_Bar_%28placed%29.png?8ce913,https://terraria.wiki.gg/images/Mythril_Bar_%28placed%29.png?8ce913,images\inventory\236_mythril_bar_inventory.png,images\world\236_mythril_bar_world.png,images\color\236_mythril_bar_color.png,382,239
237,Rainbow Brick,rainbow brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Rainbow_Brick,https://terraria.wiki.gg/images/Rainbow_Brick.gif?960e38,https://terraria.wiki.gg/images/Rainbow_Brick_%28placed%29.gif?657978,https://terraria.wiki.gg/images/Rainbow_Brick_%28placed%29.gif?657978,images\inventory\237_rainbow_brick_inventory.gif,images\world\237_rainbow_brick_world.gif,images\color\237_rainbow_brick_color.gif,662,160
238,Adamantite Beam,adamantite beam,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Adamantite_Beam,https://terraria.wiki.gg/images/Adamantite_Beam.png?1a6ab0,https://terraria.wiki.gg/images/Adamantite_Beam_%28placed%29.png?e42d20,https://terraria.wiki.gg/images/Adamantite_Beam_%28placed%29.png?e42d20,images\inventory\238_adamantite_beam_inventory.png,images\world\238_adamantite_beam_world.png,images\color\238_adamantite_beam_color.png,604,150
239,Orichalcum Bar,orichalcum bar,Ore,ok,,https://terraria.wiki.gg/wiki/Orichalcum_Bar,https://terraria.wiki.gg/images/Orichalcum_Bar.png?54774f,https://terraria.wiki.gg/images/Orichalcum_Bar_%28placed%29.png?fec777,https://terraria.wiki.gg/images/Orichalcum_Bar_%28placed%29.png?fec777,images\inventory\239_orichalcum_bar_inventory.png,images\world\239_orichalcum_bar_world.png,images\color\239_orichalcum_bar_color.png,1191,239
240,Aetherium Brick,aetherium brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Aetherium_Brick,https://terraria.wiki.gg/images/Aetherium_Brick.png?e72557,https://terraria.wiki.gg/images/Aetherium_Brick_%28placed%29.png?ccb599,https://terraria.wiki.gg/images/Aetherium_Brick_%28placed%29.png?ccb599,images\inventory\240_aetherium_brick_inventory.png,images\world\240_aetherium_brick_world.png,images\color\240_aetherium_brick_color.png,5398,667
241,Titanstone Block,titanstone block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Titanstone_Block,https://terraria.wiki.gg/images/Titanstone_Block.png?5846e0,https://terraria.wiki.gg/images/Titanstone_Block_%28placed%29.png?a37fd6,https://terraria.wiki.gg/images/Titanstone_Block_%28placed%29.png?a37fd6,images\inventory\241_titanstone_block_inventory.png,images\world\241_titanstone_block_world.png,images\color\241_titanstone_block_color.png,1593,250
242,Adamantite Bar,adamantite bar,Ore,ok,,https://terraria.wiki.gg/wiki/Adamantite_Bar,https://terraria.wiki.gg/images/Adamantite_Bar.png?6527f1,https://terraria.wiki.gg/images/Adamantite_Bar_%28placed%29.png?e6fe56,https://terraria.wiki.gg/images/Adamantite_Bar_%28placed%29.png?e6fe56,images\inventory\242_adamantite_bar_inventory.png,images\world\242_adamantite_bar_world.png,images\color\242_adamantite_bar_color.png,391,239
243,Lava Moss Brick,lava moss brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Lava_Moss_Brick,https://terraria.wiki.gg/images/Lava_Moss_Brick.png?f32f19,https://terraria.wiki.gg/images/Lava_Moss_Brick_%28placed%29.png?3392cb,https://terraria.wiki.gg/images/Lava_Moss_Brick_%28placed%29.png?3392cb,images\inventory\243_lava_moss_brick_inventory.png,images\world\243_lava_moss_brick_world.png,images\color\243_lava_moss_brick_color.png,5439,687
244,Shroomite Plating,shroomite plating,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Shroomite_Plating,https://terraria.wiki.gg/images/Shroomite_Plating.png?7f076a,https://terraria.wiki.gg/images/Shroomite_Plating_%28placed%29.png?96fd0a,https://terraria.wiki.gg/images/Shroomite_Plating_%28placed%29.png?96fd0a,images\inventory\244_shroomite_plating_inventory.png,images\world\244_shroomite_plating_world.png,images\color\244_shroomite_plating_color.png,2794,348
245,Titanium Bar,titanium bar,Ore,ok,,https://terraria.wiki.gg/wiki/Titanium_Bar,https://terraria.wiki.gg/images/Titanium_Bar.png?9b47b4,https://terraria.wiki.gg/images/Titanium_Bar_%28placed%29.png?721527,https://terraria.wiki.gg/images/Titanium_Bar_%28placed%29.png?721527,images\inventory\245_titanium_bar_inventory.png,images\world\245_titanium_bar_world.png,images\color\245_titanium_bar_color.png,1198,239
246,Krypton Moss Brick,krypton moss brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Krypton_Moss_Brick,https://terraria.wiki.gg/images/Krypton_Moss_Brick.png?c8deb8,https://terraria.wiki.gg/images/Krypton_Moss_Brick_%28placed%29.png?91eecb,https://terraria.wiki.gg/images/Krypton_Moss_Brick_%28placed%29.png?91eecb,images\inventory\246_krypton_moss_brick_inventory.png,images\world\246_krypton_moss_brick_world.png,images\color\246_krypton_moss_brick_color.png,5441,689
247,Amethyst Gemspark Block,amethyst gemspark block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Amethyst_Gemspark_Block,https://terraria.wiki.gg/images/Amethyst_Gemspark_Block.png?7cd8fb,https://terraria.wiki.gg/images/Amethyst_Gemspark_Block_%28placed%29.png?2d8541,https://terraria.wiki.gg/images/Amethyst_Gemspark_Block_%28placed%29.png?2d8541,images\inventory\247_amethyst_gemspark_block_inventory.png,images\world\247_amethyst_gemspark_block_world.png,images\color\247_amethyst_gemspark_block_color.png,1970,255
248,Hallowed Bar,hallowed bar,Ore,ok,,https://terraria.wiki.gg/wiki/Hallowed_Bar,https://terraria.wiki.gg/images/Hallowed_Bar.png?26ff81,https://terraria.wiki.gg/images/Hallowed_Bar_%28placed%29.png?5cceab,https://terraria.wiki.gg/images/Hallowed_Bar_%28placed%29.png?5cceab,images\inventory\248_hallowed_bar_inventory.png,images\world\248_hallowed_bar_world.png,images\color\248_hallowed_bar_color.png,1225,239
249,Xenon Moss Brick,xenon moss brick,Bricks,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Xenon_Moss_Brick,,,,,,,5442,690
250,Topaz Gemspark Block,topaz gemspark block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Topaz_Gemspark_Block,https://terraria.wiki.gg/images/Topaz_Gemspark_Block.png?45ea2e,https://terraria.wiki.gg/images/Topaz_Gemspark_Block_%28placed%29.png?fe681d,https://terraria.wiki.gg/images/Topaz_Gemspark_Block_%28placed%29.png?fe681d,images\inventory\250_topaz_gemspark_block_inventory.png,images\world\250_topaz_gemspark_block_world.png,images\color\250_topaz_gemspark_block_color.png,1970,255
251,Chlorophyte Bar,chlorophyte bar,Ore,ok,,https://terraria.wiki.gg/wiki/Chlorophyte_Bar,https://terraria.wiki.gg/images/Chlorophyte_Bar.png?b6efbf,https://terraria.wiki.gg/images/Chlorophyte_Bar_%28placed%29.png?d70517,https://terraria.wiki.gg/images/Chlorophyte_Bar_%28placed%29.png?d70517,images\inventory\251_chlorophyte_bar_inventory.png,images\world\251_chlorophyte_bar_world.png,images\color\251_chlorophyte_bar_color.png,1006,239
252,Argon Moss Brick,argon moss brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Argon_Moss_Brick,https://terraria.wiki.gg/images/Argon_Moss_Brick.png?51fc6d,https://terraria.wiki.gg/images/Argon_Moss_Brick_%28placed%29.png?cdd192,https://terraria.wiki.gg/images/Argon_Moss_Brick_%28placed%29.png?cdd192,images\inventory\252_argon_moss_brick_inventory.png,images\world\252_argon_moss_brick_world.png,images\color\252_argon_moss_brick_color.png,5440,688
253,Sapphire Gemspark Block,sapphire gemspark block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Sapphire_Gemspark_Block,https://terraria.wiki.gg/images/Sapphire_Gemspark_Block.png?ac34cd,https://terraria.wiki.gg/images/Sapphire_Gemspark_Block_%28placed%29.png?ad1c72,https://terraria.wiki.gg/images/Sapphire_Gemspark_Block_%28placed%29.png?ad1c72,images\inventory\253_sapphire_gemspark_block_inventory.png,images\world\253_sapphire_gemspark_block_world.png,images\color\253_sapphire_gemspark_block_color.png,1970,255
254,Shroomite Bar,shroomite bar,Ore,ok,,https://terraria.wiki.gg/wiki/Shroomite_Bar,https://terraria.wiki.gg/images/Shroomite_Bar.png?ed3e49,https://terraria.wiki.gg/images/Shroomite_Bar_%28placed%29.png?5351cb,https://terraria.wiki.gg/images/Shroomite_Bar_%28placed%29.png?5351cb,images\inventory\254_shroomite_bar_inventory.png,images\world\254_shroomite_bar_world.png,images\color\254_shroomite_bar_color.png,1552,239
255,Neon Moss Brick,neon moss brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Neon_Moss_Brick,https://terraria.wiki.gg/images/Neon_Moss_Brick.png?6f2376,https://terraria.wiki.gg/images/Neon_Moss_Brick_%28placed%29.png?4293bc,https://terraria.wiki.gg/images/Neon_Moss_Brick_%28placed%29.png?4293bc,images\inventory\255_neon_moss_brick_inventory.png,images\world\255_neon_moss_brick_world.png,images\color\255_neon_moss_brick_color.png,5443,691
256,Emerald Gemspark Block,emerald gemspark block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Emerald_Gemspark_Block,https://terraria.wiki.gg/images/Emerald_Gemspark_Block.png?f6e73c,https://terraria.wiki.gg/images/Emerald_Gemspark_Block_%28placed%29.png?e325c5,https://terraria.wiki.gg/images/Emerald_Gemspark_Block_%28placed%29.png?e325c5,images\inventory\256_emerald_gemspark_block_inventory.png,images\world\256_emerald_gemspark_block_world.png,images\color\256_emerald_gemspark_block_color.png,1970,255
257,Spectre Bar,spectre bar,Ore,ok,,https://terraria.wiki.gg/wiki/Spectre_Bar,https://terraria.wiki.gg/images/Spectre_Bar.png?f943fa,https://terraria.wiki.gg/images/Spectre_Bar_%28placed%29.png?d7e093,https://terraria.wiki.gg/images/Spectre_Bar_%28placed%29.png?d7e093,images\inventory\257_spectre_bar_inventory.png,images\world\257_spectre_bar_world.png,images\color\257_spectre_bar_color.png,3261,239
258,Helium Moss Brick,helium moss brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Helium_Moss_Brick,https://terraria.wiki.gg/images/Helium_Moss_Brick.gif?a0b34f,https://terraria.wiki.gg/images/Helium_Moss_Brick_%28placed%29.gif?f4c0d6,https://terraria.wiki.gg/images/Helium_Moss_Brick_%28placed%29.gif?f4c0d6,images\inventory\258_helium_moss_brick_inventory.gif,images\world\258_helium_moss_brick_world.gif,images\color\258_helium_moss_brick_color.gif,5444,692
259,Ruby Gemspark Block,ruby gemspark block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Ruby_Gemspark_Block,https://terraria.wiki.gg/images/Ruby_Gemspark_Block.png?9f558a,https://terraria.wiki.gg/images/Ruby_Gemspark_Block_%28placed%29.png?757838,https://terraria.wiki.gg/images/Ruby_Gemspark_Block_%28placed%29.png?757838,images\inventory\259_ruby_gemspark_block_inventory.png,images\world\259_ruby_gemspark_block_world.png,images\color\259_ruby_gemspark_block_color.png,1970,255
260,Luminite Bar,luminite bar,Ore,ok,,https://terraria.wiki.gg/wiki/Luminite_Bar,https://terraria.wiki.gg/images/Luminite_Bar.png?fac001,https://terraria.wiki.gg/images/Luminite_Bar_%28placed%29.png?e1bdb2,https://terraria.wiki.gg/images/Luminite_Bar_%28placed%29.png?e1bdb2,images\inventory\260_luminite_bar_inventory.png,images\world\260_luminite_bar_world.png,images\color\260_luminite_bar_color.png,3467,239
261,Blue Brick,blue brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Blue_Brick,https://terraria.wiki.gg/images/Blue_Brick.png?976dd0,https://terraria.wiki.gg/images/Blue_Brick_%28placed%29.png?3aedd1,https://terraria.wiki.gg/images/Blue_Brick_%28placed%29.png?3aedd1,images\inventory\261_blue_brick_inventory.png,images\world\261_blue_brick_world.png,images\color\261_blue_brick_color.png,134,41
262,Diamond Gemspark Block,diamond gemspark block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Diamond_Gemspark_Block,https://terraria.wiki.gg/images/Diamond_Gemspark_Block.png?6f7818,https://terraria.wiki.gg/images/Diamond_Gemspark_Block_%28placed%29.png?c083dc,https://terraria.wiki.gg/images/Diamond_Gemspark_Block_%28placed%29.png?c083dc,images\inventory\262_diamond_gemspark_block_inventory.png,images\world\262_diamond_gemspark_block_world.png,images\color\262_diamond_gemspark_block_color.png,1970,255
263,Amethyst,amethyst,Ore,ok,,https://terraria.wiki.gg/wiki/Amethyst,https://terraria.wiki.gg/images/Amethyst.png?5f7b3f,https://terraria.wiki.gg/images/Amethyst_%28placed%29.png?42face,https://terraria.wiki.gg/images/Amethyst_%28placed%29.png?42face,images\inventory\263_amethyst_inventory.png,images\world\263_amethyst_world.png,images\color\263_amethyst_color.png,181,178
264,Green Brick,green brick,Bricks,problem,missing_inventory_image,https://terraria.wiki.gg/wiki/Green_Brick,,https://terraria.wiki.gg/images/Blue_Brick_%28placed%29.png?3aedd1,https://terraria.wiki.gg/images/Blue_Brick_%28placed%29.png?3aedd1,,images\world\264_green_brick_world.png,images\color\264_green_brick_color.png,134,41
265,Amber Gemspark Block,amber gemspark block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Amber_Gemspark_Block,https://terraria.wiki.gg/images/Amber_Gemspark_Block.png?3b876e,https://terraria.wiki.gg/images/Amber_Gemspark_Block_%28placed%29.png?12858d,https://terraria.wiki.gg/images/Amber_Gemspark_Block_%28placed%29.png?12858d,images\inventory\265_amber_gemspark_block_inventory.png,images\world\265_amber_gemspark_block_world.png,images\color\265_amber_gemspark_block_color.png,1970,255
266,Amethyst Stone Block,amethyst stone block,Ore,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Amethyst_Stone_Block,,,,,,,4640,63
267,Pink Brick,pink brick,Bricks,problem,missing_inventory_image,https://terraria.wiki.gg/wiki/Pink_Brick,,https://terraria.wiki.gg/images/Blue_Brick_%28placed%29.png?3aedd1,https://terraria.wiki.gg/images/Blue_Brick_%28placed%29.png?3aedd1,,images\world\267_pink_brick_world.png,images\color\267_pink_brick_color.png,134,41
268,Spider Nest Block,spider nest block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Spider_Nest_Block,https://terraria.wiki.gg/images/Spider_Nest_Block.png?f2bc52,https://terraria.wiki.gg/images/Spider_Nest_Block_%28placed%29.png?343fe5,https://terraria.wiki.gg/images/Spider_Nest_Block_%28placed%29.png?343fe5,images\inventory\268_spider_nest_block_inventory.png,images\world\268_spider_nest_block_world.png,images\color\268_spider_nest_block_color.png,4139,498
269,Topaz,topaz,Ore,ok,,https://terraria.wiki.gg/wiki/Topaz,https://terraria.wiki.gg/images/Topaz.png?956fcd,https://terraria.wiki.gg/images/Topaz_%28placed%29.png?e6ca0c,https://terraria.wiki.gg/images/Topaz_%28placed%29.png?e6ca0c,images\inventory\269_topaz_inventory.png,images\world\269_topaz_world.png,images\color\269_topaz_color.png,180,178
270,Gothic Brick,gothic brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Gothic_Brick,https://terraria.wiki.gg/images/Gothic_Brick.png?c7d7da,https://terraria.wiki.gg/images/Gothic_Brick_%28placed%29.png?a3baf1,https://terraria.wiki.gg/images/Gothic_Brick_%28placed%29.png?a3baf1,images\inventory\270_gothic_brick_inventory.png,images\world\270_gothic_brick_world.png,images\color\270_gothic_brick_color.png,5922,737
271,Solar Fragment Block,solar fragment block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Solar_Fragment_Block,https://terraria.wiki.gg/images/Solar_Fragment_Block.png?3361d7,https://terraria.wiki.gg/images/Solar_Fragment_Block_%28placed%29.png?815eef,https://terraria.wiki.gg/images/Solar_Fragment_Block_%28placed%29.png?815eef,images\inventory\271_solar_fragment_block_inventory.png,images\world\271_solar_fragment_block_world.png,images\color\271_solar_fragment_block_color.png,3573,415
272,Topaz Stone Block,topaz stone block,Ore,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Topaz_Stone_Block,,,,,,,4640,63
273,Cracked Blue Brick,cracked blue brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Cracked_Blue_Brick,https://terraria.wiki.gg/images/Cracked_Blue_Brick.png?fa2908,https://terraria.wiki.gg/images/Cracked_Blue_Brick_%28placed%29.png?5e98a3,https://terraria.wiki.gg/images/Cracked_Blue_Brick_%28placed%29.png?5e98a3,images\inventory\273_cracked_blue_brick_inventory.png,images\world\273_cracked_blue_brick_world.png,images\color\273_cracked_blue_brick_color.png,4238,481
274,Nebula Fragment Block,nebula fragment block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Nebula_Fragment_Block,https://terraria.wiki.gg/images/Nebula_Fragment_Block.png?ddcea0,https://terraria.wiki.gg/images/Nebula_Fragment_Block_%28placed%29.png?fe0cad,https://terraria.wiki.gg/images/Nebula_Fragment_Block_%28placed%29.png?fe0cad,images\inventory\274_nebula_fragment_block_inventory.png,images\world\274_nebula_fragment_block_world.png,images\color\274_nebula_fragment_block_color.png,3575,417
275,Sapphire,sapphire,Ore,ok,,https://terraria.wiki.gg/wiki/Sapphire,https://terraria.wiki.gg/images/Sapphire.png?2eefd7,https://terraria.wiki.gg/images/Sapphire_%28placed%29.png?402377,https://terraria.wiki.gg/images/Sapphire_%28placed%29.png?402377,images\inventory\275_sapphire_inventory.png,images\world\275_sapphire_world.png,images\color\275_sapphire_color.png,177,178
276,Cracked Green Brick,cracked green brick,Bricks,problem,missing_inventory_image,https://terraria.wiki.gg/wiki/Cracked_Green_Brick,,https://terraria.wiki.gg/images/Cracked_Blue_Brick_%28placed%29.png?5e98a3,https://terraria.wiki.gg/images/Cracked_Blue_Brick_%28placed%29.png?5e98a3,,images\world\276_cracked_green_brick_world.png,images\color\276_cracked_green_brick_color.png,4238,481
277,Stardust Fragment Block,stardust fragment block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Stardust_Fragment_Block,https://terraria.wiki.gg/images/Stardust_Fragment_Block.png?50bb1a,https://terraria.wiki.gg/images/Stardust_Fragment_Block_%28placed%29.png?234ba0,https://terraria.wiki.gg/images/Stardust_Fragment_Block_%28placed%29.png?234ba0,images\inventory\277_stardust_fragment_block_inventory.png,images\world\277_stardust_fragment_block_world.png,images\color\277_stardust_fragment_block_color.png,3576,418
278,Sapphire Stone Block,sapphire stone block,Ore,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Sapphire_Stone_Block,,,,,,,4640,63
279,Cracked Pink Brick,cracked pink brick,Bricks,problem,missing_inventory_image,https://terraria.wiki.gg/wiki/Cracked_Pink_Brick,,https://terraria.wiki.gg/images/Cracked_Blue_Brick_%28placed%29.png?5e98a3,https://terraria.wiki.gg/images/Cracked_Blue_Brick_%28placed%29.png?5e98a3,,images\world\279_cracked_pink_brick_world.png,images\color\279_cracked_pink_brick_color.png,4238,481
280,Vortex Fragment Block,vortex fragment block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Vortex_Fragment_Block,https://terraria.wiki.gg/images/Vortex_Fragment_Block.png?accfd2,https://terraria.wiki.gg/images/Vortex_Fragment_Block_%28placed%29.png?b75eff,https://terraria.wiki.gg/images/Vortex_Fragment_Block_%28placed%29.png?b75eff,images\inventory\280_vortex_fragment_block_inventory.png,images\world\280_vortex_fragment_block_world.png,images\color\280_vortex_fragment_block_color.png,3574,416
281,Emerald,emerald,Ore,ok,,https://terraria.wiki.gg/wiki/Emerald,https://terraria.wiki.gg/images/Emerald.png?5640d0,https://terraria.wiki.gg/images/Emerald_%28placed%29.png?40caa8,https://terraria.wiki.gg/images/Emerald_%28placed%29.png?40caa8,images\inventory\281_emerald_inventory.png,images\world\281_emerald_world.png,images\color\281_emerald_color.png,179,178
282,Lihzahrd Brick,lihzahrd brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Lihzahrd_Brick,https://terraria.wiki.gg/images/Lihzahrd_Brick.png?b8a135,https://terraria.wiki.gg/images/Lihzahrd_Brick_%28placed%29.png?4fc991,https://terraria.wiki.gg/images/Lihzahrd_Brick_%28placed%29.png?4fc991,images\inventory\282_lihzahrd_brick_inventory.png,images\world\282_lihzahrd_brick_world.png,images\color\282_lihzahrd_brick_color.png,1101,226
283,Glass,glass,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Glass,https://terraria.wiki.gg/images/Glass.png?1cf8af,https://terraria.wiki.gg/images/Glass_%28placed%29.png?14bdb1,https://terraria.wiki.gg/images/Glass_%28placed%29.png?14bdb1,images\inventory\283_glass_inventory.png,images\world\283_glass_world.png,images\color\283_glass_color.png,170,54
284,Emerald Stone Block,emerald stone block,Ore,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Emerald_Stone_Block,,,,,,,4640,63
285,Solar Brick,solar brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Solar_Brick,https://terraria.wiki.gg/images/Solar_Brick.png?3320ce,https://terraria.wiki.gg/images/Solar_Brick_%28placed%29.png?d4dae7,https://terraria.wiki.gg/images/Solar_Brick_%28placed%29.png?d4dae7,images\inventory\285_solar_brick_inventory.png,images\world\285_solar_brick_world.png,images\color\285_solar_brick_color.png,4229,500
286,Blue Starry Block,blue starry block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Blue_Starry_Block,https://terraria.wiki.gg/images/Blue_Starry_Block.png?e32161,https://terraria.wiki.gg/images/Blue_Starry_Block_%28placed%29.gif?c584ea,https://terraria.wiki.gg/images/Blue_Starry_Block_%28placed%29.gif?c584ea,images\inventory\286_blue_starry_block_inventory.png,images\world\286_blue_starry_block_world.gif,images\color\286_blue_starry_block_color.gif,4278,508
287,Ruby,ruby,Ore,ok,,https://terraria.wiki.gg/wiki/Ruby,https://terraria.wiki.gg/images/Ruby.png?37482f,https://terraria.wiki.gg/images/Ruby_%28placed%29.png?91a206,https://terraria.wiki.gg/images/Ruby_%28placed%29.png?91a206,images\inventory\287_ruby_inventory.png,images\world\287_ruby_world.png,images\color\287_ruby_color.png,178,178
